drug1	drug2	Label
DB00818	DB00395	113
DB01054	DB01115	113
DB00818	DB00391	113
DB00598	DB01273	113
DB00818	DB00393	113
DB00620	DB01400	113
DB00909	DB01106	113
DB00749	DB00784	113
DB09300	DB12278	113
DB00749	DB00788	113
DB00268	DB00796	113
DB00818	DB01623	113
DB00818	DB01621	113
DB01399	DB06725	113
DB09166	DB09342	113
DB00708	DB01002	113
DB04552	DB00959	113
DB00434	DB00575	113
DB01261	DB01340	113
DB00939	DB00394	113
DB09227	DB00435	113
DB08815	DB11609	113
DB00939	DB00399	113
DB06712	DB01210	113
DB00844	DB00214	113
DB00657	DB00956	113
DB01037	DB13025	113
DB00214	DB00633	113
DB00838	DB00159	113
DB00237	DB00875	113
DB01142	DB01563	113
DB00631	DB00922	113
DB01142	DB01567	113
DB00908	DB01209	113
DB01233	DB03128	113
DB00850	DB01615	113
DB09071	DB00750	113
DB00469	DB01222	113
DB09071	DB00752	113
DB00564	DB00950	113
DB00435	DB00698	113
DB09235	DB09112	113
DB11672	DB00630	113
DB00384	DB00968	113
DB00924	DB01558	113
DB01349	DB06196	113
DB00952	DB00850	113
DB00210	DB00584	113
DB00402	DB08922	113
DB00737	DB01545	113
DB00341	DB00697	113
DB09214	DB01600	113
DB00795	DB01234	113
DB00875	DB06282	113
DB00435	DB00752	113
DB00435	DB00750	113
DB01380	DB01400	113
DB00623	DB01028	113
DB04846	DB01273	113
DB06739	DB00861	113
DB09017	DB09286	113
DB01100	DB01587	113
DB00273	DB01080	113
DB00780	DB00924	113
DB01267	DB13025	113
DB01100	DB01589	113
DB00575	DB08922	113
DB00454	DB01267	113
DB00489	DB00727	113
DB09285	DB01401	113
DB00341	DB01580	113
DB00341	DB01587	113
DB00489	DB00722	113
DB08910	DB00715	113
DB01198	DB09112	113
DB00661	DB00497	113
DB00341	DB01588	113
DB00405	DB06153	113
DB00980	DB01437	113
DB00344	DB04908	113
DB01351	DB01018	113
DB00967	DB00298	113
DB06690	DB01544	113
DB06690	DB01545	113
DB00967	DB00292	113
DB00744	DB00939	113
DB00967	DB00296	113
DB00967	DB00297	113
DB00608	DB01097	113
DB00967	DB00295	113
DB06690	DB00344	113
DB00395	DB00950	113
DB00424	DB12278	113
DB09241	DB01102	113
DB00193	DB00455	113
DB00193	DB00454	113
DB08897	DB00193	113
DB00533	DB09138	113
DB09477	DB01002	113
DB11273	DB01076	113
DB11273	DB01072	113
DB11273	DB01071	113
DB00297	DB13025	113
DB01595	DB06282	113
DB08797	DB00860	113
DB08797	DB00861	113
DB12598	DB00712	113
DB12598	DB00710	113
DB00580	DB00253	113
DB01551	DB06144	113
DB00482	DB00500	113
DB00482	DB00502	113
DB00908	DB00802	113
DB01198	DB01236	113
DB00337	DB00735	113
DB00842	DB01075	113
DB00768	DB01159	113
DB00405	DB09286	113
DB09235	DB00421	113
DB08994	DB00374	113
DB00517	DB01116	113
DB00875	DB00892	113
DB00838	DB01609	113
DB00586	DB01077	113
DB08880	DB01410	113
DB00564	DB00228	113
DB01062	DB00708	113
DB08880	DB01419	113
DB00312	DB04842	113
DB09279	DB00381	113
DB00312	DB04844	113
DB01351	DB00656	113
DB00873	DB00989	113
DB00892	DB12492	113
DB00688	DB01197	113
DB01595	DB09224	113
DB00771	DB08910	113
DB01173	DB11315	113
DB00771	DB08918	113
DB00363	DB01340	113
DB00181	DB00625	113
DB13167	DB00788	113
DB00633	DB01437	113
DB13167	DB00784	113
DB00533	DB01708	113
DB00177	DB00519	113
DB01589	DB00540	113
DB01589	DB00543	113
DB01240	DB00268	113
DB00408	DB09118	113
DB00469	DB13346	113
DB00150	DB01171	113
DB09214	DB00263	113
DB00873	DB00981	113
DB00374	DB00337	113
DB01227	DB01588	113
DB00747	DB00980	113
DB00835	DB00949	113
DB09211	DB00686	113
DB01595	DB01142	113
DB01227	DB01580	113
DB01580	DB01229	113
DB06153	DB00292	113
DB01227	DB01587	113
DB00952	DB08815	113
DB00588	DB01621	113
DB00193	DB01325	113
DB00521	DB00727	113
DB00542	DB00703	113
DB00384	DB00960	113
DB00454	DB06282	113
DB00328	DB00580	113
DB00244	DB00812	113
DB00454	DB06288	113
DB00244	DB00814	113
DB00328	DB00588	113
DB01189	DB00594	113
DB01189	DB00593	113
DB01189	DB00590	113
DB08991	DB00159	113
DB01097	DB13158	113
DB01189	DB00598	113
DB01189	DB00599	113
DB01219	DB05246	113
DB01100	DB00721	113
DB08822	DB01180	113
DB00909	DB00508	113
DB00333	DB00647	113
DB14028	DB00215	113
DB00395	DB13116	113
DB00497	DB09224	113
DB01229	DB00722	113
DB06772	DB01108	113
DB01174	DB00754	113
DB01174	DB00750	113
DB00420	DB00854	113
DB01174	DB00752	113
DB00273	DB01618	113
DB00679	DB00796	113
DB01440	DB00715	113
DB00896	DB00856	113
DB01081	DB00647	113
DB00273	DB01615	113
DB00273	DB01614	113
DB00699	DB00342	113
DB04951	DB00328	113
DB09242	DB00742	113
DB09292	DB01136	113
DB00371	DB01567	113
DB01081	DB00645	113
DB00237	DB06700	113
DB00371	DB01563	113
DB00906	DB01161	113
DB00328	DB01180	113
DB11268	DB01609	113
DB00966	DB00469	113
DB01178	DB01175	113
DB00573	DB00691	113
DB00683	DB00660	113
DB01076	DB00178	113
DB00966	DB00461	113
DB00966	DB00465	113
DB00807	DB01356	113
DB06736	DB00710	113
DB00696	DB00477	113
DB00807	DB01355	113
DB00696	DB00472	113
DB00497	DB00829	113
DB06772	DB04572	113
DB09279	DB01162	113
DB01250	DB00710	113
DB00296	DB01175	113
DB01250	DB00712	113
DB09084	DB09378	113
DB00321	DB00427	113
DB00296	DB01178	113
DB00321	DB00423	113
DB06802	DB01401	113
DB01073	DB00552	113
DB00661	DB04908	113
DB01171	DB06288	113
DB01589	DB00892	113
DB00477	DB06282	113
DB01229	DB06771	113
DB01229	DB06772	113
DB09084	DB08970	113
DB00611	DB00176	113
DB01623	DB00949	113
DB01229	DB01208	113
DB00695	DB01158	113
DB01229	DB01204	113
DB00394	DB01233	113
DB01229	DB01206	113
DB00482	DB02187	113
DB06282	DB00801	113
DB01229	DB01203	113
DB01234	DB00685	113
DB00283	DB00633	113
DB01253	DB00537	113
DB01253	DB00531	113
DB00275	DB01050	113
DB08872	DB01178	113
DB00433	DB00527	113
DB00554	DB00687	113
DB06786	DB00218	113
DB00611	DB01595	113
DB01071	DB01076	113
DB00461	DB08910	113
DB00663	DB09220	113
DB01100	DB00892	113
DB00189	DB08922	113
DB01219	DB00599	113
DB00409	DB09225	113
DB09118	DB00599	113
DB04841	DB01159	113
DB00356	DB00593	113
DB00866	DB00184	113
DB00866	DB00185	113
DB06786	DB01165	113
DB01169	DB01018	113
DB00608	DB09091	113
DB00608	DB09095	113
DB08880	DB11750	113
DB12278	DB00611	113
DB00420	DB00633	113
DB00476	DB01608	113
DB00423	DB00747	113
DB00514	DB00953	113
DB00423	DB00748	113
DB00899	DB06153	113
DB01161	DB04896	113
DB00940	DB00652	113
DB06738	DB00999	113
DB00821	DB00991	113
DB13063	DB00492	113
DB00934	DB13872	113
DB01282	DB00401	113
DB00647	DB13116	113
DB01242	DB14028	113
DB00768	DB01410	113
DB01248	DB05109	113
DB01192	DB08815	113
DB01200	DB00455	113
DB01200	DB00457	113
DB02709	DB00282	113
DB00327	DB06738	113
DB01189	DB00393	113
DB02709	DB00288	113
DB00625	DB06700	113
DB08984	DB01283	113
DB00211	DB00668	113
DB01222	DB01044	113
DB01628	DB11079	113
DB01028	DB01086	113
DB01222	DB01043	113
DB01242	DB00925	113
DB01176	DB00645	113
DB01176	DB00647	113
DB00829	DB00599	113
DB00695	DB01210	113
DB06282	DB14028	113
DB01014	DB02187	113
DB01088	DB08822	113
DB00829	DB00593	113
DB08905	DB09285	113
DB00715	DB13114	113
DB09235	DB05271	113
DB05676	DB00492	113
DB00250	DB00883	113
DB00469	DB00635	113
DB00206	DB00252	113
DB08984	DB00884	113
DB00633	DB06594	113
DB00611	DB09017	113
DB08984	DB00881	113
DB00628	DB00708	113
DB01029	DB00821	113
DB00508	DB00633	113
DB00247	DB01685	113
DB00312	DB00334	113
DB00596	DB09285	113
DB00620	DB01233	113
DB00699	DB01435	113
DB00440	DB00250	113
DB11282	DB00391	113
DB00435	DB01162	113
DB01384	DB01059	113
DB13345	DB00208	113
DB00748	DB06288	113
DB00206	DB08822	113
DB13345	DB00203	113
DB13345	DB00201	113
DB00278	DB00861	113
DB13345	DB00207	113
DB08897	DB01452	113
DB00748	DB06282	113
DB00870	DB00288	113
DB00420	DB00588	113
DB00502	DB13323	113
DB00714	DB01197	113
DB03585	DB05676	113
DB00870	DB00282	113
DB01002	DB00575	113
DB01002	DB00571	113
DB13116	DB13872	113
DB00413	DB00421	113
DB00614	DB00370	113
DB00120	DB01097	113
DB06690	DB01069	113
DB06690	DB01068	113
DB08815	DB12401	113
DB01567	DB09009	113
DB00209	DB01433	113
DB00588	DB01176	113
DB06690	DB01065	113
DB00633	DB00752	113
DB00784	DB11750	113
DB00633	DB00750	113
DB00186	DB01075	113
DB00936	DB09213	113
DB00842	DB13323	113
DB00695	DB01214	113
DB00219	DB00483	113
DB00647	DB00214	113
DB00188	DB08941	113
DB00514	DB08815	113
DB00670	DB00844	113
DB00497	DB00854	113
DB00850	DB01159	113
DB00752	DB11587	113
DB00732	DB08893	113
DB09286	DB01037	113
DB00899	DB12401	113
DB00404	DB01075	113
DB09543	DB11921	113
DB00404	DB01076	113
DB08872	DB01106	113
DB00850	DB01154	113
DB08872	DB01104	113
DB04953	DB08872	113
DB00402	DB00543	113
DB00327	DB01178	113
DB00904	DB08922	113
DB00337	DB01399	113
DB00443	DB04576	113
DB00909	DB08872	113
DB00337	DB01397	113
DB00327	DB01171	113
DB00327	DB01176	113
DB03585	DB06802	113
DB00295	DB04844	113
DB00353	DB00503	113
DB00979	DB00782	113
DB01247	DB00490	113
DB00906	DB01466	113
DB00465	DB06786	113
DB01247	DB00497	113
DB00454	DB09071	113
DB00461	DB13158	113
DB01176	DB00508	113
DB00768	DB06144	113
DB01390	DB00929	113
DB06335	DB01197	113
DB01173	DB01339	113
DB00179	DB08880	113
DB00596	DB04864	113
DB01081	DB14028	113
DB01199	DB12278	113
DB00392	DB01591	113
DB00737	DB01463	113
DB00427	DB00892	113
DB00854	DB00310	113
DB00248	DB13025	113
DB00660	DB04953	113
DB00854	DB00313	113
DB09099	DB00418	113
DB00861	DB02187	113
DB09232	DB01340	113
DB00906	DB00715	113
DB00972	DB00846	113
DB01263	DB00309	113
DB01621	DB01159	113
DB00681	DB00206	113
DB00892	DB08922	113
DB01588	DB09342	113
DB09017	DB12710	113
DB01014	DB00691	113
DB01236	DB04920	113
DB00461	DB00300	113
DB01143	DB00594	113
DB00232	DB00594	113
DB00179	DB01077	113
DB00754	DB00599	113
DB00688	DB00244	113
DB00252	DB00715	113
DB00688	DB00240	113
DB00295	DB00393	113
DB00176	DB06288	113
DB00295	DB00391	113
DB00295	DB00395	113
DB00232	DB00590	113
DB00790	DB01113	113
DB00918	DB00933	113
DB01100	DB11304	113
DB00918	DB00934	113
DB00413	DB00571	113
DB00591	DB00805	113
DB01050	DB00687	113
DB01544	DB13259	113
DB01176	DB09286	113
DB00950	DB01002	113
DB00341	DB11304	113
DB01367	DB00555	113
DB00875	DB01558	113
DB00631	DB09235	113
DB00949	DB09345	113
DB00849	DB06288	113
DB00867	DB01193	113
DB00875	DB01551	113
DB00248	DB00408	113
DB00496	DB00708	113
DB01452	DB06288	113
DB00589	DB00201	113
DB00413	DB01193	113
DB00589	DB00203	113
DB00413	DB01197	113
DB00589	DB00207	113
DB09009	DB13259	113
DB00586	DB01014	113
DB00589	DB00208	113
DB01097	DB00663	113
DB00433	DB01624	113
DB00753	DB09166	113
DB01028	DB01239	113
DB09167	DB00867	113
DB00327	DB00623	113
DB09543	DB01222	113
DB00327	DB00628	113
DB00247	DB09118	113
DB00985	DB01149	113
DB00813	DB11304	113
DB01214	DB00411	113
DB00320	DB06268	113
DB01088	DB00270	113
DB13345	DB00997	113
DB01088	DB00275	113
DB00972	DB00860	113
DB01621	DB01353	113
DB04817	DB00856	113
DB09232	DB01367	113
DB00193	DB05246	113
DB00486	DB09026	113
DB01621	DB01355	113
DB11672	DB06774	113
DB00247	DB00972	113
DB04844	DB09166	113
DB00313	DB11609	113
DB00187	DB01359	113
DB00433	DB04896	113
DB04743	DB01180	113
DB00318	DB09345	113
DB01143	DB06292	113
DB01143	DB01247	113
DB00318	DB09342	113
DB00543	DB09224	113
DB01069	DB08918	113
DB01463	DB00215	113
DB01075	DB09166	113
DB08981	DB06802	113
DB00405	DB01242	113
DB00933	DB06738	113
DB00721	DB08922	113
DB01452	DB00310	113
DB00435	DB09112	113
DB00395	DB13259	113
DB00647	DB01563	113
DB11304	DB00476	113
DB00547	DB00487	113
DB00261	DB09543	113
DB11304	DB00472	113
DB00547	DB00483	113
DB00963	DB00790	113
DB11921	DB01057	113
DB01097	DB00253	113
DB11921	DB01059	113
DB00784	DB13867	113
DB00656	DB01161	113
DB06216	DB00341	113
DB01708	DB00981	113
DB00508	DB06700	113
DB01013	DB01043	113
DB06216	DB00349	113
DB00179	DB00790	113
DB01708	DB00989	113
DB01600	DB00288	113
DB08981	DB00896	113
DB13345	DB00741	113
DB01400	DB00185	113
DB01400	DB00184	113
DB01545	DB01104	113
DB06216	DB01433	113
DB00188	DB00774	113
DB01600	DB00282	113
DB05521	DB01195	113
DB00831	DB00395	113
DB09232	DB01580	113
DB00753	DB00975	113
DB00645	DB08918	113
DB00660	DB00527	113
DB00818	DB00801	113
DB00179	DB00795	113
DB00818	DB00808	113
DB01621	DB00409	113
DB06725	DB01133	113
DB01267	DB00423	113
DB01267	DB00422	113
DB00593	DB09342	113
DB01267	DB00427	113
DB00427	DB08872	113
DB00420	DB01221	113
DB00420	DB01227	113
DB08976	DB04743	113
DB00443	DB01010	113
DB01708	DB00674	113
DB00486	DB00542	113
DB01708	DB00677	113
DB00663	DB00358	113
DB00434	DB00543	113
DB00543	DB00768	113
DB01114	DB09017	113
DB00418	DB00423	113
DB00465	DB00691	113
DB00687	DB00449	113
DB00586	DB00500	113
DB00735	DB00482	113
DB00586	DB00502	113
DB00714	DB00657	113
DB00750	DB08922	113
DB00975	DB00936	113
DB00575	DB00742	113
DB01580	DB08822	113
DB00323	DB12710	113
DB00180	DB00720	113
DB00455	DB13116	113
DB00821	DB01384	113
DB00809	DB00209	113
DB09232	DB00187	113
DB00821	DB01380	113
DB00333	DB05246	113
DB01192	DB00950	113
DB00813	DB00818	113
DB01367	DB01622	113
DB06716	DB00715	113
DB00575	DB00748	113
DB00228	DB13025	113
DB00465	DB09138	113
DB04908	DB14028	113
DB00295	DB00964	113
DB00870	DB04574	113
DB01207	DB11079	113
DB00605	DB00784	113
DB00998	DB00420	113
DB13346	DB01180	113
DB01198	DB13116	113
DB01400	DB01273	113
DB13783	DB00443	113
DB00726	DB08957	113
DB00210	DB00784	113
DB06807	DB00873	113
DB00735	DB01283	113
DB00376	DB00732	113
DB01320	DB11148	113
DB00295	DB00961	113
DB00427	DB06282	113
DB00972	DB04574	113
DB00216	DB00918	113
DB00986	DB01433	113
DB08815	DB00434	113
DB08976	DB00542	113
DB00690	DB01595	113
DB08976	DB00547	113
DB00813	DB13025	113
DB06725	DB00663	113
DB04951	DB00663	113
DB09128	DB09017	113
DB00420	DB00574	113
DB00697	DB11304	113
DB04951	DB09216	113
DB00708	DB00933	113
DB00708	DB00934	113
DB00678	DB09477	113
DB00897	DB08922	113
DB00554	DB00764	113
DB00533	DB00846	113
DB13346	DB01234	113
DB00528	DB00633	113
DB06712	DB00413	113
DB01567	DB13116	113
DB00933	DB08987	113
DB01090	DB00462	113
DB11672	DB00963	113
DB01437	DB06770	113
DB00897	DB06144	113
DB00802	DB01242	113
DB00703	DB01197	113
DB00489	DB08941	113
DB01199	DB06204	113
DB00961	DB00285	113
DB00835	DB13025	113
DB00809	DB01551	113
DB11273	DB00455	113
DB01621	DB01437	113
DB00502	DB00434	113
DB00247	DB00528	113
DB01621	DB01433	113
DB00540	DB01291	113
DB01501	DB08987	113
DB13063	DB13158	113
DB00726	DB01466	113
DB01362	DB00331	113
DB00726	DB01463	113
DB00697	DB09166	113
DB00492	DB01162	113
DB08976	DB12598	113
DB00547	DB01400	113
DB00628	DB00802	113
DB08910	DB00849	113
DB01209	DB01463	113
DB01192	DB00228	113
DB08872	DB08987	113
DB00327	DB01202	113
DB00494	DB00298	113
DB01142	DB00555	113
DB01236	DB00492	113
DB08976	DB08970	113
DB13783	DB09378	113
DB00494	DB00292	113
DB00494	DB00297	113
DB00494	DB00296	113
DB01041	DB06700	113
DB00497	DB13116	113
DB08976	DB08981	113
DB00334	DB00575	113
DB01174	DB00599	113
DB01410	DB06774	113
DB00296	DB06594	113
DB06153	DB01209	113
DB00489	DB00964	113
DB00594	DB04861	113
DB00489	DB00966	113
DB00489	DB00960	113
DB00737	DB00801	113
DB00737	DB00807	113
DB08976	DB01708	113
DB00368	DB09059	113
DB00247	DB01029	113
DB00897	DB09342	113
DB09288	DB00533	113
DB01202	DB13323	113
DB00897	DB09345	113
DB06737	DB00300	113
DB01069	DB01615	113
DB01069	DB01614	113
DB09279	DB08941	113
DB00245	DB00967	113
DB00353	DB00338	113
DB00402	DB09085	113
DB00985	DB00599	113
DB00831	DB00633	113
DB00835	DB00656	113
DB00876	DB00605	113
DB00876	DB00608	113
DB00608	DB00741	113
DB00747	DB01219	113
DB01367	DB00964	113
DB00608	DB00744	113
DB00405	DB00189	113
DB01410	DB01010	113
DB00237	DB00656	113
DB01356	DB14028	113
DB00237	DB00652	113
DB00721	DB01043	113
DB00802	DB01440	113
DB01433	DB12492	113
DB00924	DB00737	113
DB00454	DB01545	113
DB00934	DB00750	113
DB00465	DB02789	113
DB00952	DB09286	113
DB00356	DB01356	113
DB00477	DB00747	113
DB00321	DB00228	113
DB00477	DB00742	113
DB00356	DB01353	113
DB00320	DB09286	113
DB00321	DB00221	113
DB00819	DB01144	113
DB00780	DB00831	113
DB00477	DB00748	113
DB06153	DB09225	113
DB01591	DB06702	113
DB01595	DB11148	113
DB00248	DB00647	113
DB00593	DB00697	113
DB00867	DB06152	113
DB00363	DB00323	113
DB00363	DB00325	113
DB00663	DB01609	113
DB00244	DB00588	113
DB02187	DB00545	113
DB01130	DB01165	113
DB08797	DB09216	113
DB01047	DB01044	113
DB00907	DB01563	113
DB00804	DB00483	113
DB01047	DB01043	113
DB01202	DB00228	113
DB00477	DB13872	113
DB00405	DB11609	113
DB01118	DB00631	113
DB00489	DB01612	113
DB01036	DB08893	113
DB00405	DB01580	113
DB00876	DB01050	113
DB13867	DB01609	113
DB00888	DB00363	113
DB00180	DB00978	113
DB00405	DB01587	113
DB00405	DB01588	113
DB00744	DB09477	113
DB00593	DB00527	113
DB00801	DB01028	113
DB01024	DB13346	113
DB00433	DB00726	113
DB12710	DB14028	113
DB00363	DB00492	113
DB00580	DB13783	113
DB08981	DB00790	113
DB01065	DB11148	113
DB08981	DB00795	113
DB00650	DB00544	113
DB00315	DB00363	113
DB00477	DB00800	113
DB01600	DB01077	113
DB09216	DB00635	113
DB00193	DB00237	113
DB06702	DB00340	113
DB09216	DB00630	113
DB00356	DB00750	113
DB00193	DB00232	113
DB11093	DB06410	113
DB00700	DB01275	113
DB01086	DB01239	113
DB00180	DB00218	113
DB00661	DB00903	113
DB09091	DB01233	113
DB01057	DB01085	113
DB00474	DB00508	113
DB01624	DB13323	113
DB04844	DB00363	113
DB00924	DB01463	113
DB00924	DB01466	113
DB01159	DB09166	113
DB06201	DB00237	113
DB08822	DB07615	113
DB00268	DB00808	113
DB00193	DB01239	113
DB09292	DB00573	113
DB00628	DB01440	113
DB09292	DB00571	113
DB06802	DB00596	113
DB06802	DB00591	113
DB01380	DB13503	113
DB09292	DB00575	113
DB01013	DB00449	113
DB01367	DB00703	113
DB08816	DB11079	113
DB06786	DB01419	113
DB00321	DB00918	113
DB01081	DB00999	113
DB01591	DB00462	113
DB00782	DB00209	113
DB00495	DB00811	113
DB00472	DB00321	113
DB00628	DB08918	113
DB00801	DB06738	113
DB06196	DB06802	113
DB00831	DB06700	113
DB06288	DB00422	113
DB00748	DB14028	113
DB00543	DB00748	113
DB00780	DB09225	113
DB00780	DB09224	113
DB13867	DB09295	113
DB00657	DB08822	113
DB00231	DB00844	113
DB00178	DB04920	113
DB01283	DB01401	113
DB09292	DB09112	113
DB00420	DB05246	113
DB04743	DB06781	113
DB00477	DB01595	113
DB06807	DB02187	113
DB01090	DB00497	113
DB01339	DB00318	113
DB01024	DB01013	113
DB06282	DB09017	113
DB09112	DB00584	113
DB01024	DB01014	113
DB00887	DB06292	113
DB08906	DB00817	113
DB01440	DB00228	113
DB04953	DB06700	113
DB00967	DB00645	113
DB00323	DB00633	113
DB00967	DB00647	113
DB00588	DB01002	113
DB00807	DB09225	113
DB00714	DB01240	113
DB00402	DB00850	113
DB00186	DB00656	113
DB00402	DB00854	113
DB00850	DB00771	113
DB08954	DB09543	113
DB05676	DB00300	113
DB00356	DB01433	113
DB04953	DB01086	113
DB00780	DB00221	113
DB06780	DB00843	113
DB00980	DB01142	113
DB00337	DB11079	113
DB00186	DB11609	113
DB00690	DB09009	113
DB01401	DB00873	113
DB00228	DB01567	113
DB00699	DB00270	113
DB01068	DB01437	113
DB00802	DB00298	113
DB09279	DB06739	113
DB09279	DB06736	113
DB09279	DB06737	113
DB00802	DB00296	113
DB00802	DB00297	113
DB00996	DB01149	113
DB00623	DB00588	113
DB00802	DB00292	113
DB00554	DB01600	113
DB00697	DB06594	113
DB01435	DB00223	113
DB00413	DB00876	113
DB00844	DB00395	113
DB00288	DB00685	113
DB00844	DB00391	113
DB00454	DB00384	113
DB00950	DB01068	113
DB00755	DB00373	113
DB08918	DB09128	113
DB01224	DB01114	113
DB00376	DB00647	113
DB00528	DB00708	113
DB01440	DB00909	113
DB00455	DB01178	113
DB00455	DB01176	113
DB01440	DB00904	113
DB01440	DB00907	113
DB01440	DB00906	113
DB01433	DB01466	113
DB00333	DB11609	113
DB04841	DB12867	113
DB01050	DB13158	113
DB12598	DB00691	113
DB00298	DB01227	113
DB00867	DB01064	113
DB09288	DB13867	113
DB12278	DB00899	113
DB00896	DB00545	113
DB00985	DB01227	113
DB00623	DB01189	113
DB00545	DB01273	113
DB00333	DB13116	113
DB00802	DB13025	113
DB01628	DB09138	113
DB00573	DB00860	113
DB00573	DB00861	113
DB11273	DB09238	113
DB00328	DB01410	113
DB11273	DB09235	113
DB00601	DB06204	113
DB00996	DB00349	113
DB06201	DB00344	113
DB06201	DB00341	113
DB08981	DB09218	113
DB01161	DB13116	113
DB06201	DB00349	113
DB00312	DB00645	113
DB00870	DB06725	113
DB01176	DB00849	113
DB04574	DB00515	113
DB06201	DB01433	113
DB01253	DB00316	113
DB00454	DB00924	113
DB01253	DB00313	113
DB00950	DB01159	113
DB01283	DB00233	113
DB00435	DB00542	113
DB01024	DB00821	113
DB00734	DB11304	113
DB00950	DB01154	113
DB00768	DB13167	113
DB00181	DB09118	113
DB00434	DB01242	113
DB08991	DB04574	113
DB00631	DB00800	113
DB04953	DB09085	113
DB00899	DB01018	113
DB00508	DB00961	113
DB00461	DB01419	113
DB13167	DB01628	113
DB00489	DB00571	113
DB00461	DB01410	113
DB08922	DB12161	113
DB09279	DB00774	113
DB06781	DB01419	113
DB00181	DB00476	113
DB01340	DB04920	113
DB13946	DB01076	113
DB00341	DB11148	113
DB00842	DB00849	113
DB08987	DB01175	113
DB01410	DB09220	113
DB00625	DB00950	113
DB02709	DB09095	113
DB00575	DB00754	113
DB01401	DB04574	113
DB05676	DB11750	113
DB01601	DB00454	113
DB00593	DB12492	113
DB00295	DB00628	113
DB09477	DB01210	113
DB00744	DB06739	113
DB00295	DB00623	113
DB00374	DB00784	113
DB00903	DB01396	113
DB00387	DB00483	113
DB00688	DB01013	113
DB01142	DB06288	113
DB00688	DB01014	113
DB00248	DB05521	113
DB00972	DB01077	113
DB00652	DB01238	113
DB08976	DB00159	113
DB09009	DB01175	113
DB00953	DB01100	113
DB00652	DB01235	113
DB00652	DB01236	113
DB00909	DB01069	113
DB00953	DB01104	113
DB09093	DB00459	113
DB00341	DB00715	113
DB00813	DB01242	113
DB00150	DB01037	113
DB00321	DB12492	113
DB00611	DB01367	113
DB00333	DB01242	113
DB00423	DB04946	113
DB00768	DB04743	113
DB00575	DB01615	113
DB01161	DB00215	113
DB00540	DB09082	113
DB00241	DB09166	113
DB00475	DB00875	113
DB09279	DB00195	113
DB00508	DB01618	113
DB00657	DB01199	113
DB01100	DB11148	113
DB00344	DB00593	113
DB00508	DB01614	113
DB00508	DB01615	113
DB01143	DB09232	113
DB00486	DB00692	113
DB00436	DB01092	113
DB00741	DB01137	113
DB00768	DB00244	113
DB00768	DB00240	113
DB01114	DB01002	113
DB00208	DB00945	113
DB00887	DB00734	113
DB00572	DB00517	113
DB05676	DB08984	113
DB00445	DB00363	113
DB00679	DB01589	113
DB01253	DB01190	113
DB00679	DB01587	113
DB01501	DB12401	113
DB09128	DB01106	113
DB01054	DB00818	113
DB00688	DB00655	113
DB00748	DB06716	113
DB00181	DB00543	113
DB01466	DB00808	113
DB00813	DB00296	113
DB01186	DB01234	113
DB00363	DB08922	113
DB08887	DB01014	113
DB01349	DB05676	113
DB01355	DB11148	113
DB01466	DB00805	113
DB00712	DB01222	113
DB09117	DB00215	113
DB13346	DB00856	113
DB00695	DB01029	113
DB00337	DB06725	113
DB13867	DB00218	113
DB00695	DB01023	113
DB00695	DB01020	113
DB00333	DB00214	113
DB01239	DB01567	113
DB00712	DB00573	113
DB08987	DB04896	113
DB00611	DB01412	113
DB00660	DB00835	113
DB00246	DB01086	113
DB00708	DB00875	113
DB01227	DB11148	113
DB00246	DB01081	113
DB01198	DB00241	113
DB08991	DB01013	113
DB08991	DB01014	113
DB00966	DB00788	113
DB00750	DB04842	113
DB00966	DB00784	113
DB01028	DB01433	113
DB00959	DB00856	113
DB07615	DB00838	113
DB01356	DB01544	113
DB01356	DB01545	113
DB00681	DB09242	113
DB00370	DB04871	113
DB00433	DB00985	113
DB00835	DB13872	113
DB00690	DB13872	113
DB08808	DB01019	113
DB00660	DB00313	113
DB00589	DB01087	113
DB00458	DB01366	113
DB00679	DB00181	113
DB00324	DB08910	113
DB00679	DB00189	113
DB02709	DB06605	113
DB00423	DB09286	113
DB00748	DB00656	113
DB00950	DB04953	113
DB01253	DB09065	113
DB00660	DB09225	113
DB00393	DB01020	113
DB00270	DB01210	113
DB00647	DB11609	113
DB07615	DB00784	113
DB00150	DB00780	113
DB07615	DB00788	113
DB01587	DB04896	113
DB09232	DB00343	113
DB04817	DB07615	113
DB06690	DB11304	113
DB00794	DB00599	113
DB00206	DB00703	113
DB00219	DB06204	113
DB00996	DB00599	113
DB00802	DB08987	113
DB00737	DB06282	113
DB00371	DB01068	113
DB00732	DB00940	113
DB01580	DB00727	113
DB00775	DB01014	113
DB00996	DB00593	113
DB00998	DB01175	113
DB00750	DB11609	113
DB00631	DB00780	113
DB00273	DB06153	113
DB00768	DB01628	113
DB13063	DB00282	113
DB00545	DB06709	113
DB13872	DB00215	113
DB13063	DB00288	113
DB01193	DB08941	113
DB00714	DB09279	113
DB01227	DB12492	113
DB01178	DB01452	113
DB00656	DB00961	113
DB00490	DB00241	113
DB01621	DB00721	113
DB00320	DB00759	113
DB00424	DB00921	113
DB01041	DB00661	113
DB00980	DB04844	113
DB09068	DB12401	113
DB01081	DB01236	113
DB00241	DB06716	113
DB00690	DB14028	113
DB01081	DB01239	113
DB00394	DB09220	113
DB01589	DB06282	113
DB00712	DB00687	113
DB00860	DB08910	113
DB00670	DB00497	113
